encrops,2010,2015,2020
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
hardcoal,2010,2015,2020
1,49223.539,57687.921,66152.332
2,47048.118,55138.427,63228.736
3,45743.567,53609.551,61475.534
4,44283.343,51898.23,59513.118
5,44786.039,52487.36,60188.68
6,48593.933,56950.056,65306.18
7,54927.107,64372.275,73817.444
8,61750.73,72369.298,82987.837
9,64302.275,75359.579,86416.882
10,65555.758,76828.595,88101.461
11,66469.803,77899.832,89329.832
12,66820.028,78310.281,89800.506
13,65027.528,76209.551,87391.573
14,64342.921,75407.191,86471.489
15,63555.084,74483.905,85412.725
16,63133.652,73990.028,84846.376
17,64522.697,75617.893,86713.118
18,67899.101,79574.916,91250.702
19,67439.551,79036.348,90633.146
20,64610.084,75720.309,86830.534
21,60206.011,70558.933,80911.854
22,55804.832,65400.927,74997.023
23,56053.652,65692.528,75331.405
24,52234.972,61217.191,70199.438
25,18822.668,22059.382,25296.095
26,17906.264,20985.393,24064.522
27,17326.348,20305.758,23285.168
28,16605.365,19460.815,22316.236
29,16468.848,19300.815,22132.753
30,16901.376,19807.697,22714.045
31,17130.337,20076.039,23021.714
32,18677.697,21889.466,25101.264
33,19957.135,23388.933,26820.73
34,21227.837,24878.118,28528.427
35,22070.225,25865.393,29660.534
36,22550.478,26428.202,30305.955
37,21795.056,25542.921,29290.758
38,21295.478,24957.416,28619.354
39,20875.056,24464.691,28054.326
40,20760.871,24330.871,27900.871
41,21433.23,25118.848,28804.466
42,22896.32,26833.511,30770.73
43,22998.09,26952.809,30907.528
44,22361.095,26206.264,30051.433
45,21268.595,24925.927,28583.23
46,20007.584,23448.062,26888.511
47,20712.556,24274.242,27835.927
48,19542.135,22902.556,26263.006
49,41672.219,48838.09,56003.989
50,39183.118,45920.983,52658.848
51,38156.854,44718.258,51279.635
52,37139.86,43526.376,49912.893
53,38102.64,44654.691,51206.742
54,42643.23,49976.067,57308.933
55,49439.157,57940.646,66442.107
56,54989.551,64445.449,73901.348
57,57537.668,67431.742,77325.815
58,58200.112,68208.09,78216.095
59,59101.096,69264.017,79426.91
60,59901.489,70202.051,80502.612
61,57985.253,67956.292,77927.332
62,57229.466,67070.534,76911.601
63,56272.865,65949.466,75626.039
64,55329.691,64844.073,74358.455
65,54225.843,63550.421,72875.0
66,53765.225,63010.618,72255.983
67,53447.753,62638.539,71829.298
68,53589.494,62804.663,72019.803
69,53680.112,62910.843,72141.601
70,50098.174,58712.949,67327.753
71,49022.837,57452.697,65882.584
72,44856.713,52570.197,60283.652
73,16029.382,18785.758,21542.163
74,14924.663,17491.067,20057.5
75,14478.764,16968.511,19458.258
76,13865.253,16249.494,18633.736
77,13815.028,16190.646,18566.264
78,14330.393,16794.635,19258.848
79,14771.742,17311.882,19851.994
80,16037.697,18795.506,21553.315
81,17253.792,20220.73,23187.64
82,18205.983,21336.629,24467.303
83,18784.017,22014.073,25244.129
84,19263.876,22576.461,25889.045
85,18369.832,21528.68,24687.528
86,17623.034,20653.455,23683.876
87,17049.157,19980.899,22912.64
88,16698.399,19569.832,22441.264
89,16567.388,19416.292,22265.197
90,16783.736,19669.832,22555.927
91,17093.708,20033.118,22972.5
92,17640.393,20673.82,23707.219
93,18152.36,21273.82,24395.253
94,17204.691,20163.202,23121.685
95,17431.994,20429.579,23427.135
96,16139.635,18914.972,21690.309
97,39641.685,46458.371,53275.084
98,37076.039,43451.545,49827.079
99,36041.882,42239.579,48437.275
100,34890.0,40889.607,46889.242
101,35562.388,41677.64,47792.865
102,38883.82,45570.225,52256.601
103,45974.27,53879.916,61785.562
104,52021.292,60966.77,69912.247
105,55386.994,64911.236,74435.506
106,57035.534,66843.258,76650.983
107,58682.36,68773.258,78864.157
108,60038.792,70362.949,80687.107
109,58236.489,68250.73,78264.972
110,57613.539,67520.646,77427.781
111,56567.36,66294.579,76021.798
112,55672.219,65245.506,74818.82
113,54539.213,63917.697,73296.152
114,53905.618,63175.14,72444.635
115,52534.747,61568.539,70602.332
116,50569.438,59265.253,67961.067
117,48720.112,57097.921,65475.73
118,48096.124,56366.629,64637.163
119,46801.461,54849.354,62897.219
120,42714.944,50060.14,57405.337
121,15255.14,17878.399,20501.629
122,14177.865,16615.871,19053.876
123,13647.949,15994.832,18341.714
124,13065.674,15312.416,17559.185
125,12887.135,15103.174,17319.242
126,13055.955,15301.011,17546.095
127,13856.348,16239.073,18621.798
128,15128.624,17730.112,20331.601
129,16503.595,19341.517,22179.438
130,17553.006,20571.405,23589.775
131,18273.23,21415.449,24557.668
132,18803.483,22036.882,25270.309
133,18150.73,21271.882,24393.062
134,17607.051,20634.719,23662.416
135,17116.067,20059.298,23002.556
136,16916.376,19825.281,22734.214
137,16773.427,19657.753,22542.079
138,16892.893,19797.753,22702.64
139,16793.539,19681.348,22569.129
140,16543.848,19388.708,22233.567
141,16448.202,19276.629,22105.028
142,16479.101,19312.809,22146.517
143,16481.433,19315.562,22149.663
144,15188.371,17800.112,20411.882
145,42820.955,50184.382,57547.781
146,40540.899,47512.247,54483.596
147,39528.708,46325.983,53123.258
148,38383.09,44983.399,51583.68
149,39372.275,46142.668,52913.062
150,44101.77,51685.421,59269.073
151,52477.697,61501.657,70525.618
152,58905.421,69034.691,79163.989
153,60538.258,70948.315,81358.343
154,60849.663,71313.258,81776.854
155,61581.742,72171.236,82760.702
156,62080.112,72755.309,83430.477
157,60032.332,70355.393,80678.455
158,59038.82,69191.039,79343.258
159,57932.079,67893.961,77855.843
160,56982.416,66781.011,76579.607
161,56398.848,66097.079,75795.337
162,57331.208,67189.775,77048.371
163,60203.146,70555.562,80907.977
164,60267.135,70630.562,80993.989
165,56610.281,66344.86,76079.466
166,51594.213,60466.264,69338.315
167,50316.657,58969.017,67621.376
168,46345.14,54314.579,62284.017
169,16542.556,19387.191,22231.798
170,15493.567,18157.809,20822.051
171,14962.865,17535.871,20108.848
172,14290.534,16747.893,19205.281
173,14248.23,16698.343,19148.455
174,14820.0,17368.427,19916.854
175,15699.551,18399.214,21098.876
176,17006.489,19930.899,22855.309
177,18184.466,21311.433,24438.399
178,19035.899,22309.298,25582.668
179,19690.73,23076.714,26462.697
180,20063.455,23513.539,26963.624
181,19173.652,22470.702,25767.781
182,18433.652,21603.455,24773.258
183,17925.618,21008.062,24090.506
184,17683.062,20723.82,23764.551
185,17770.646,20826.461,23882.275
186,18586.461,21782.556,24978.652
187,19722.163,23113.539,26504.916
188,19922.107,23347.865,26773.652
189,18957.668,22217.612,25477.528
190,17664.045,20701.517,23738.989
191,17840.73,20908.595,23976.461
192,16602.668,19457.612,22312.584
lignite,2010,2015,2020
1,247652.039,68574.976,90435.5
2,235797.039,56811.5,91434.119
3,228920.539,54692.857,82614.5
4,221671.812,54692.857,72642.0
5,224223.55,54692.857,76349.167
6,244597.723,65852.143,86657.5
7,270697.355,92225.905,98447.143
8,302364.349,127000.095,98447.143
9,298540.966,124148.738,98447.143
10,301043.055,122617.286,98447.143
11,299295.819,115717.667,98447.143
12,313211.025,121984.929,98447.143
13,298800.319,100879.119,98447.143
14,293749.672,95750.929,98447.143
15,290619.643,94191.929,98447.143
16,292229.937,98675.881,98447.143
17,307253.613,122570.905,98447.143
18,317140.408,138243.405,98447.143
19,317816.496,141384.571,98447.143
20,300667.702,126221.238,98447.143
21,292222.084,117458.857,98447.143
22,266680.434,88399.405,98447.143
23,268090.434,89842.69,98447.143
24,263778.066,84343.762,98447.143
25,88168.492,21877.143,26898.738
26,82294.228,21877.143,26482.357
27,79362.518,21877.143,22668.167
28,75687.228,21877.143,21877.143
29,75023.57,21877.143,21877.143
30,77278.991,21877.143,21877.143
31,78473.123,21877.143,21877.143
32,88168.492,21877.143,31554.786
33,89356.849,21877.143,34212.071
34,93833.223,21877.143,32993.905
35,89370.968,21877.143,34689.119
36,89558.396,21877.143,33829.405
37,90741.682,21877.143,32256.952
38,88106.801,21877.143,28271.476
39,83742.096,21877.143,29952.667
40,84151.307,21877.143,28385.381
41,92849.46,21877.143,37248.929
42,96660.855,23214.262,39378.857
43,98421.802,25957.905,39378.857
44,95101.908,22721.548,38257.31
45,89690.111,21877.143,37388.167
46,89691.563,21877.143,34751.857
47,93116.25,21877.143,33021.19
48,84242.439,21877.143,31683.333
49,216137.146,54692.857,64898.476
50,194343.38,54692.857,54692.857
51,188805.853,54692.857,54692.857
52,183305.038,54692.857,54692.857
53,188740.09,54692.857,54692.857
54,221490.598,54692.857,72816.738
55,241991.46,69744.548,89636.905
56,254461.276,82030.833,98447.143
57,262848.802,85739.857,98447.143
58,258736.434,75317.024,98447.143
59,256832.802,67817.286,98447.143
60,256524.276,78359.0,98447.143
61,259718.908,63359.452,97171.405
62,255149.276,59427.929,91073.143
63,251353.539,59427.929,86951.905
64,254018.697,64996.69,94483.333
65,248623.881,60202.643,87891.405
66,252714.565,69677.905,96616.452
67,258062.697,80784.429,98447.143
68,263422.46,75142.69,98447.143
69,248548.355,77224.548,98447.143
70,245017.75,72254.738,93220.452
71,239298.723,66494.405,85708.643
72,232574.644,58626.5,87462.952
73,68673.147,21877.143,21877.143
74,68115.252,0.0,21877.143
75,67158.383,0.0,21877.143
76,63991.778,0.0,21877.143
77,63783.778,0.0,21877.143
78,66525.726,0.0,21877.143
79,68115.252,0.0,21877.143
80,68160.541,21877.143,21877.143
81,72258.936,0.0,21877.143
82,73920.068,21877.143,21877.143
83,68115.252,0.0,21877.143
84,68526.541,0.0,21877.143
85,69352.357,0.0,21877.143
86,65286.857,0.0,21877.143
87,68115.252,0.0,21877.143
88,66348.568,0.0,21877.143
89,68115.252,0.0,21877.143
90,67555.068,0.0,21877.143
91,72012.778,0.0,21877.143
92,70200.804,21877.143,21877.143
93,73226.41,21877.143,21877.143
94,68249.357,21877.143,21877.143
95,69461.199,21877.143,21877.143
96,69247.541,0.0,21877.143
97,209481.202,54692.857,63937.071
98,195057.044,54692.857,54692.857
99,189445.57,54692.857,54692.857
100,183079.175,54692.857,54692.857
101,187268.097,54692.857,54692.857
102,206708.965,54692.857,61293.643
103,245733.019,73182.286,85500.929
104,270006.282,88064.714,98447.143
105,266979.414,96407.905,98447.143
106,269688.782,93677.333,98447.143
107,273491.756,92933.548,98447.143
108,277283.598,93514.214,98447.143
109,264518.124,93462.429,98447.143
110,260249.598,88622.929,98447.143
111,271525.151,84465.667,98447.143
112,269146.019,84305.381,98447.143
113,266990.493,85651.095,98447.143
114,268941.098,92114.524,98447.143
115,267121.861,80467.786,98447.143
116,260924.361,93055.81,98447.143
117,251992.835,85456.976,97862.024
118,248180.651,81448.048,92917.643
119,241540.23,74385.929,85500.929
120,233943.44,65899.667,85710.095
121,70963.804,21877.143,21877.143
122,70963.804,0.0,21877.143
123,68424.252,21877.143,21877.143
124,65304.384,21877.143,21877.143
125,64428.594,0.0,21877.143
126,65451.252,21877.143,21877.143
127,69728.462,21877.143,21877.143
128,70963.804,21877.143,21877.143
129,74181.015,21877.143,21877.143
130,70963.804,21877.143,21877.143
131,72504.252,21877.143,21877.143
132,73830.883,21877.143,21877.143
133,75765.62,21877.143,21877.143
134,72474.594,21877.143,21877.143
135,70963.804,21877.143,21877.143
136,70963.804,21877.143,21877.143
137,71151.252,0.0,21877.143
138,74064.173,21877.143,21877.143
139,75958.804,21877.143,21877.143
140,74847.436,21877.143,21877.143
141,70963.804,21877.143,21877.143
142,70963.804,21877.143,21877.143
143,70963.804,21877.143,21877.143
144,70963.804,21877.143,21877.143
145,250174.118,86763.095,99411.452
146,236255.934,72525.071,82145.143
147,230132.434,66304.357,74580.048
148,223480.669,59200.929,65955.071
149,229374.881,65684.548,73752.5
150,258615.223,95887.976,93829.571
151,296316.408,140258.548,102093.333
152,321973.584,165639.5,102093.333
153,328868.319,170370.32,102093.333
154,324777.231,160843.976,102093.333
155,321799.79,152508.333,102093.333
156,328868.319,160318.19,102093.333
157,319531.408,141572.548,102093.333
158,311733.319,133717.167,102093.333
159,305636.878,129987.786,102093.333
160,303001.731,129987.786,102093.333
161,305176.613,135776.929,102093.333
162,319584.937,154628.119,102093.333
163,328240.996,169556.095,102093.333
164,328868.319,173352.53,102093.333
165,323542.172,164496.524,102093.333
166,289078.79,132782.333,102093.333
167,289493.908,129987.786,102093.333
168,271707.592,108807.762,102093.333
169,85363.125,22204.905,27450.452
170,84895.467,21877.143,25494.0
171,81738.389,21877.143,21877.143
172,77718.178,21877.143,21877.143
173,77505.073,21877.143,21877.143
174,80984.757,21877.143,21877.143
175,89564.135,21877.143,24412.786
176,90664.277,25158.952,31047.714
177,96218.963,24282.452,37685.357
178,92440.73,24967.214,33669.69
179,93420.611,29702.024,33431.452
180,93444.825,27982.667,32228.833
181,93319.349,21877.143,29083.691
182,85646.652,21877.143,22865.643
183,90757.92,21877.143,25892.952
184,90757.92,21877.143,26589.762
185,85809.836,21877.143,25386.286
186,96437.989,28652.929,36732.262
187,99308.857,34342.262,37433.024
188,101191.7,36800.929,39378.857
189,95375.2,30850.071,32880.952
190,94104.515,28805.571,35606.024
191,95222.621,24109.809,37036.19
192,84953.099,22427.595,27756.476
gas,2010,2015,2020
1,0.0,75177.818,94320.318
2,0.0,75177.818,75177.818
3,0.0,71730.218,75177.818
4,0.0,65983.618,75177.818
5,0.0,68171.236,75177.818
6,0.0,75177.818,94320.318
7,0.0,75177.818,118248.429
8,0.0,75177.818,118248.429
9,0.0,75177.818,118248.429
10,0.0,75177.818,118248.429
11,0.0,75177.818,118248.429
12,0.0,75177.818,118248.429
13,0.0,75177.818,118248.429
14,0.0,75177.818,118248.429
15,0.0,75177.818,118248.429
16,0.0,75177.818,118248.429
17,0.0,75177.818,118248.429
18,0.0,75177.818,118248.429
19,0.0,75177.818,118248.429
20,0.0,75177.818,118248.429
21,0.0,75177.818,118248.429
22,0.0,75177.818,116184.013
23,0.0,75177.818,118248.429
24,0.0,75177.818,109258.263
25,0.0,21838.273,30071.127
26,0.0,22765.527,30071.127
27,0.0,20640.855,30071.127
28,0.0,17957.273,27011.946
29,0.0,17493.727,26362.891
30,0.0,19173.527,28630.4
31,0.0,20063.054,29831.018
32,0.0,21513.764,30071.127
33,0.0,25881.491,30071.127
34,0.0,23745.582,37728.127
35,0.0,27865.418,30071.127
36,0.0,26556.364,30071.127
37,0.0,21891.127,30071.127
38,0.0,21771.946,30071.127
39,0.0,23213.218,30071.127
40,0.0,20339.909,30071.127
41,0.0,26194.855,30071.127
42,0.0,30071.127,38105.544
43,0.0,30071.127,41517.794
44,0.0,30071.127,37728.127
45,0.0,26524.855,30071.127
46,0.0,26225.145,30071.127
47,0.0,24466.582,37728.127
48,0.0,24514.364,30071.127
49,0.0,64911.454,75177.818
50,0.0,54679.727,69643.564
51,0.0,50555.036,64242.418
52,0.0,46449.2,58871.654
53,0.0,50650.546,64270.473
54,0.0,69750.436,75177.818
55,0.0,75177.818,94320.318
56,0.0,75177.818,108922.679
57,0.0,75177.818,118091.929
58,0.0,75177.818,107190.735
59,0.0,75177.818,100153.096
60,0.0,75177.818,113972.735
61,0.0,75177.818,94320.318
62,0.0,75177.818,94320.318
63,0.0,75177.818,94320.318
64,0.0,75177.818,94320.318
65,0.0,75177.818,94320.318
66,0.0,75177.818,94320.318
67,0.0,75177.818,104538.79
68,0.0,75177.818,98226.124
69,0.0,75177.818,100827.152
70,0.0,75177.818,94320.318
71,0.0,75177.818,94320.318
72,0.0,75177.818,75177.818
73,0.0,14162.2,22139.182
74,0.0,26641.127,16431.164
75,0.0,24972.946,18656.218
76,0.0,27137.509,15507.527
77,0.0,27017.818,15320.527
78,0.0,27144.418,18078.746
79,0.0,26233.345,15818.436
80,0.0,13426.127,21414.236
81,0.0,28175.454,20217.527
82,0.0,14432.473,20836.018
83,0.0,29587.618,24550.691
84,0.0,28843.454,24449.727
85,0.0,28175.454,18397.073
86,0.0,25356.782,18763.691
87,0.0,23942.891,16580.564
88,0.0,26924.909,16847.0
89,0.0,26793.018,18784.964
90,0.0,26803.655,19085.564
91,0.0,28175.454,24562.364
92,0.0,15382.8,25519.164
93,0.0,17853.546,28676.127
94,0.0,14141.618,23693.982
95,0.0,15056.927,24913.946
96,0.0,29622.546,22712.436
97,0.0,70627.327,75177.818
98,0.0,59767.636,68440.218
99,0.0,55670.236,63158.927
100,0.0,50945.982,57116.018
101,0.0,54356.818,61296.6
102,0.0,69476.309,75177.818
103,0.0,75177.818,94320.318
104,0.0,75177.818,102453.763
105,0.0,75177.818,118074.04
106,0.0,75177.818,117771.624
107,0.0,75177.818,114998.513
108,0.0,75177.818,118048.346
109,0.0,75177.818,102468.568
110,0.0,75177.818,112885.735
111,0.0,75177.818,106205.874
112,0.0,75177.818,104453.263
113,0.0,75177.818,104041.707
114,0.0,75177.818,110474.207
115,0.0,75177.818,111641.485
116,0.0,75177.818,105737.402
117,0.0,75177.818,94320.318
118,0.0,75177.818,94320.318
119,0.0,75177.818,94320.318
120,0.0,75177.818,75177.818
121,0.0,17534.145,22669.273
122,0.0,29918.527,21521.8
123,0.0,15591.254,18838.982
124,0.0,13370.782,15830.073
125,0.0,29484.273,15019.2
126,0.0,13607.382,16054.8
127,0.0,15591.254,20175.073
128,0.0,15879.891,20860.382
129,0.0,18237.4,24898.273
130,0.0,15591.254,26845.0
131,0.0,17210.2,23114.527
132,0.0,18781.127,23761.855
133,0.0,14730.291,23404.2
134,0.0,15591.254,20072.509
135,0.0,15074.164,21616.273
136,0.0,15591.254,21566.0
137,0.0,29963.546,20108.218
138,0.0,16729.527,23866.182
139,0.0,15591.254,26706.364
140,0.0,17007.982,23718.091
141,0.0,17585.454,24178.655
142,0.0,17606.291,24237.236
143,0.0,17771.782,24405.6
144,0.0,17004.836,22058.345
145,0.0,75177.818,75177.818
146,0.0,75177.818,75177.818
147,0.0,75177.818,75177.818
148,0.0,75177.818,75177.818
149,0.0,75177.818,75177.818
150,0.0,75177.818,94320.318
151,0.0,75177.818,118248.429
152,0.0,75177.818,118248.429
153,0.0,75177.818,118248.429
154,0.0,75177.818,118248.429
155,0.0,75177.818,118248.429
156,0.0,75177.818,118248.429
157,0.0,75177.818,118248.429
158,0.0,75177.818,118248.429
159,0.0,75177.818,118248.429
160,0.0,75177.818,118248.429
161,0.0,75177.818,118248.429
162,0.0,75177.818,118248.429
163,0.0,75177.818,118248.429
164,0.0,75177.818,118248.429
165,0.0,75177.818,118248.429
166,0.0,75177.818,118248.429
167,0.0,75177.818,118248.429
168,0.0,75177.818,103228.513
169,0.0,30071.127,30071.127
170,0.0,27692.564,30071.127
171,0.0,27497.618,29830.836
172,0.0,24377.618,25998.982
173,0.0,24236.309,25812.909
174,0.0,26973.673,29155.636
175,0.0,26648.818,30071.127
176,0.0,30071.127,30071.127
177,0.0,30071.127,30071.127
178,0.0,30071.127,30071.127
179,0.0,30071.127,30071.127
180,0.0,30071.127,30071.127
181,0.0,28782.946,30071.127
182,0.0,29309.018,30071.127
183,0.0,27667.746,30071.127
184,0.0,28456.655,30071.127
185,0.0,27444.891,30071.127
186,0.0,30071.127,30071.127
187,0.0,30071.127,37728.127
188,0.0,30071.127,38649.877
189,0.0,30071.127,37728.127
190,0.0,30071.127,30071.127
191,0.0,30071.127,30071.127
192,0.0,30071.127,30071.127
oil,2010,2015,2020
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,6153.0
8,0.0,0.0,59247.125
9,0.0,0.0,61117.125
10,0.0,0.0,61864.219
11,0.0,0.0,54819.0
12,0.0,0.0,63815.156
13,0.0,0.0,39727.281
14,0.0,0.0,31490.625
15,0.0,0.0,27711.531
16,0.0,0.0,32669.75
17,0.0,0.0,59531.031
18,0.0,0.0,87527.938
19,0.0,0.0,90639.938
20,0.0,0.0,64514.281
21,0.0,0.0,43326.5
22,0.0,0.0,5383.812
23,0.0,0.0,5502.969
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,5383.812
108,0.0,0.0,5383.812
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
